Idade,Score,Limite_Credito,Inadimplente,Cidade,Emprego,Renda_Mensal
63,811,9357,0,São Paulo,Empresário,9459
26,577,6197,1,Porto Alegre,Empresário,9716
61,558,7374,1,Fortaleza,Estudante,98
35,345,4136,0,Fortaleza,Autônomo,5215
60,595,5354,1,Porto Alegre,Autônomo,4922
33,549,4617,0,Fortaleza,Autônomo,5593
32,351,5235,0,São Paulo,Empresário,9296
40,301,1990,0,Fortaleza,Desempregado,611
56,346,2827,1,Rio de Janeiro,Empresário,9369
55,787,6578,1,Belo Horizonte,Empresário,10033
18,490,4833,0,Rio de Janeiro,Assalariado,2521
25,384,5064,0,São Paulo,Assalariado,3587
52,518,6151,1,Salvador,Autônomo,5301
57,799,6539,0,Rio de Janeiro,Estudante,1184
43,811,9225,0,São Paulo,Estudante,1396
29,718,8892,0,Belo Horizonte,Assalariado,2106
25,516,3325,1,Rio de Janeiro,Empresário,9346
51,496,3627,1,São Paulo,Empresário,10028
30,674,8192,0,Belo Horizonte,Autônomo,4770
59,557,7532,0,Porto Alegre,Assalariado,2189
69,732,9254,0,Fortaleza,Estudante,315
69,311,1290,0,Belo Horizonte,Assalariado,3198
24,821,7721,0,Fortaleza,Autônomo,4720
47,556,4714,0,Rio de Janeiro,Desempregado,180
26,384,3870,1,Belo Horizonte,Estudante,843
32,484,3988,0,Salvador,Desempregado,170
55,464,3262,0,Salvador,Empresário,9277
68,586,6809,0,São Paulo,Estudante,546
21,649,5645,0,São Paulo,Desempregado,1130
60,740,8656,0,Rio de Janeiro,Estudante,1758
62,330,2707,1,Belo Horizonte,Desempregado,1308
49,323,4609,0,São Paulo,Empresário,9857
35,582,4807,0,Rio de Janeiro,Assalariado,2602
19,564,4085,1,Rio de Janeiro,Assalariado,3098
53,669,7063,0,Fortaleza,Empresário,10195
60,322,2216,0,Fortaleza,Empresário,10745
18,402,2099,0,São Paulo,Autônomo,4379
42,375,5004,0,São Paulo,Desempregado,1006
44,607,8005,0,Fortaleza,Autônomo,4422
50,323,5094,0,Belo Horizonte,Empresário,10516
69,392,4785,1,Belo Horizonte,Autônomo,5069
56,759,5791,0,Porto Alegre,Empresário,10817
40,637,7610,1,Porto Alegre,Desempregado,160
44,468,5100,1,Belo Horizonte,Estudante,720
29,342,3295,0,Fortaleza,Estudante,1378
50,773,7093,0,Salvador,Desempregado,1190
24,835,6657,0,Fortaleza,Autônomo,5240
25,442,5134,1,Belo Horizonte,Desempregado,1119
22,559,4872,0,Porto Alegre,Assalariado,2667
62,426,4281,1,Salvador,Estudante,1055
37,302,4706,0,São Paulo,Autônomo,5222
41,623,6347,0,Salvador,Estudante,1274
33,385,1902,1,São Paulo,Empresário,9772
32,834,6695,0,Rio de Janeiro,Empresário,9424
47,748,8616,0,São Paulo,Estudante,461
32,733,7472,0,São Paulo,Assalariado,3790
21,565,6154,0,Porto Alegre,Desempregado,1325
68,548,4272,0,Rio de Janeiro,Assalariado,2955
64,760,7213,0,Rio de Janeiro,Assalariado,2491
27,367,3831,1,Fortaleza,Estudante,1668
46,552,4498,0,Porto Alegre,Assalariado,2412
23,498,4496,1,Rio de Janeiro,Desempregado,-240
47,726,6735,0,São Paulo,Empresário,9179
31,700,7960,0,São Paulo,Assalariado,3037
64,753,8477,0,Salvador,Empresário,10983
55,586,5830,1,Belo Horizonte,Estudante,151
19,410,2735,1,Salvador,Estudante,1490
51,340,2241,1,Rio de Janeiro,Empresário,9908
20,455,6159,1,Salvador,Desempregado,948
66,472,3907,1,Salvador,Estudante,226
52,421,2839,1,Porto Alegre,Empresário,9830
51,311,2806,0,São Paulo,Assalariado,2963
19,301,1638,1,Rio de Janeiro,Desempregado,181
53,729,7933,0,Fortaleza,Estudante,1324
52,554,5694,0,Belo Horizonte,Autônomo,5982
44,799,9721,1,Rio de Janeiro,Assalariado,3487
47,805,6113,0,Rio de Janeiro,Assalariado,3541
48,789,6715,0,São Paulo,Estudante,922
31,761,8939,0,São Paulo,Desempregado,984
61,513,6410,0,Salvador,Estudante,1783
60,331,2595,1,Fortaleza,Desempregado,1339
25,355,2313,0,Fortaleza,Empresário,9023
69,846,8199,0,Fortaleza,Empresário,10901
46,519,3546,0,Porto Alegre,Assalariado,2985
33,770,6141,0,Belo Horizonte,Assalariado,2759
57,538,6414,0,Porto Alegre,Estudante,1855
40,753,8531,0,Fortaleza,Empresário,9475
31,386,2096,1,Fortaleza,Empresário,10375
65,488,5566,0,Fortaleza,Desempregado,1368
69,402,4262,1,Belo Horizonte,Autônomo,5344
46,671,7965,0,Porto Alegre,Assalariado,3668
49,490,4534,0,São Paulo,Assalariado,2663
55,345,1961,1,Fortaleza,Assalariado,3525
39,689,8138,0,Belo Horizonte,Assalariado,2290
39,642,4671,0,Porto Alegre,Assalariado,3835
42,744,7232,0,Salvador,Autônomo,5228
54,777,6710,0,São Paulo,Empresário,9514
32,357,1784,1,Salvador,Autônomo,4552
37,654,7257,0,Belo Horizonte,Empresário,9309
51,491,6401,0,Salvador,Desempregado,1463
38,769,8938,0,São Paulo,Desempregado,1472
51,778,9326,0,São Paulo,Desempregado,36
50,845,8024,0,Porto Alegre,Empresário,9766
38,725,5423,0,Porto Alegre,Autônomo,5016
33,747,7302,1,Fortaleza,Assalariado,2269
64,463,4099,0,Salvador,Estudante,1202
57,532,4239,0,São Paulo,Estudante,1262
60,313,1261,0,São Paulo,Empresário,9221
45,543,7309,0,São Paulo,Empresário,9825
29,503,4035,0,Salvador,Autônomo,4249
49,489,6131,1,Fortaleza,Assalariado,3434
32,310,3829,1,Rio de Janeiro,Empresário,10938
36,456,5036,0,Fortaleza,Estudante,738
23,548,5134,0,Fortaleza,Empresário,9288
68,685,8495,0,Porto Alegre,Assalariado,3925
48,653,6837,0,Fortaleza,Empresário,10269
40,822,7348,0,Salvador,Assalariado,2572
43,502,5037,1,Fortaleza,Empresário,9843
55,465,3264,0,Salvador,Desempregado,1490
64,550,7188,1,Porto Alegre,Desempregado,-459
40,550,6124,0,São Paulo,Estudante,1783
41,664,5202,0,Salvador,Desempregado,1284
67,530,5776,0,Belo Horizonte,Desempregado,-254
60,310,2969,0,Salvador,Autônomo,5138
47,745,8501,0,Fortaleza,Estudante,1259
67,419,2590,0,Porto Alegre,Assalariado,2321
35,392,2318,1,Rio de Janeiro,Desempregado,234
67,402,3974,0,Salvador,Desempregado,134
30,700,6498,0,Porto Alegre,Assalariado,3507
57,686,5298,0,São Paulo,Estudante,1256
41,800,7979,0,Porto Alegre,Autônomo,5547
56,663,6491,0,Salvador,Empresário,10445
47,409,4695,0,Porto Alegre,Estudante,39
41,783,7678,0,Porto Alegre,Estudante,1533
36,414,4876,0,Salvador,Estudante,522
62,301,1742,1,Belo Horizonte,Estudante,1541
43,382,4612,0,Salvador,Empresário,9764
56,794,8453,0,São Paulo,Desempregado,881
39,705,5466,1,Salvador,Desempregado,-396
27,499,6333,0,Belo Horizonte,Empresário,10236
59,472,4011,1,Porto Alegre,Empresário,9679
23,721,7395,0,Fortaleza,Estudante,573
32,416,3451,0,Fortaleza,Assalariado,2863
56,435,3468,0,Rio de Janeiro,Estudante,1570
32,379,3517,0,Salvador,Estudante,667
57,498,5487,0,São Paulo,Desempregado,663
68,408,5439,0,Fortaleza,Desempregado,568
40,634,5451,0,Fortaleza,Estudante,1099
68,501,3559,0,São Paulo,Estudante,1439
34,604,7261,0,Porto Alegre,Autônomo,4971
37,604,7874,0,Belo Horizonte,Desempregado,304
59,381,5081,1,Belo Horizonte,Assalariado,2885
28,611,4173,0,Porto Alegre,Autônomo,4218
40,650,6668,1,Fortaleza,Autônomo,5331
19,728,5510,0,Porto Alegre,Estudante,599
38,424,5601,1,Salvador,Estudante,330
45,825,6306,0,Salvador,Estudante,169
20,816,6260,0,Rio de Janeiro,Empresário,9376
46,344,2953,1,Rio de Janeiro,Assalariado,2688
59,512,3995,0,São Paulo,Estudante,803
18,572,5034,1,Fortaleza,Estudante,821
54,788,8537,0,Belo Horizonte,Assalariado,2243
56,506,4607,1,Fortaleza,Estudante,1275
64,723,7779,1,Porto Alegre,Empresário,9791
31,784,9132,0,Porto Alegre,Estudante,489
36,528,5932,0,Rio de Janeiro,Desempregado,1355
23,813,9446,0,Rio de Janeiro,Desempregado,-236
28,444,4817,0,Fortaleza,Empresário,9138
43,741,6108,0,Salvador,Assalariado,3532
39,821,8967,0,Belo Horizonte,Estudante,1053
23,335,5034,0,Rio de Janeiro,Autônomo,5193
47,570,5258,1,Porto Alegre,Empresário,10376
27,736,7009,0,Salvador,Estudante,1755
24,314,2074,0,Rio de Janeiro,Autônomo,5910
52,495,4265,0,Belo Horizonte,Autônomo,5764
50,349,4601,0,Belo Horizonte,Empresário,10420
59,732,6165,1,Belo Horizonte,Desempregado,530
23,400,2563,0,São Paulo,Estudante,613
67,486,5748,0,Rio de Janeiro,Estudante,168
61,471,4740,1,Salvador,Estudante,1342
43,841,6948,0,São Paulo,Desempregado,-463
25,682,5959,0,Belo Horizonte,Autônomo,5187
37,515,6869,0,Porto Alegre,Empresário,9846
31,504,5466,1,Salvador,Autônomo,4683
55,380,3643,0,Porto Alegre,Autônomo,5079
45,522,6433,1,Salvador,Desempregado,833
26,742,6814,0,Fortaleza,Autônomo,5665
42,780,6216,0,São Paulo,Empresário,10215
36,806,7442,0,Belo Horizonte,Assalariado,2756
63,566,4065,0,Porto Alegre,Assalariado,2636
26,400,3147,0,Rio de Janeiro,Desempregado,-61
31,763,5706,0,Belo Horizonte,Empresário,9928
49,776,6120,0,Salvador,Autônomo,5224
56,844,7363,0,Rio de Janeiro,Estudante,1591
26,647,5170,0,São Paulo,Assalariado,2582
42,847,8797,0,Belo Horizonte,Assalariado,3439
62,340,4757,0,Belo Horizonte,Estudante,969
22,805,8755,0,Porto Alegre,Empresário,9782
28,506,5240,1,Fortaleza,Empresário,10020
24,393,4623,0,Rio de Janeiro,Desempregado,-303
31,431,4148,0,Belo Horizonte,Estudante,863
47,655,5464,0,Rio de Janeiro,Desempregado,1244
52,831,7842,0,Salvador,Desempregado,773
51,301,3198,0,Fortaleza,Estudante,22
49,613,7701,0,Fortaleza,Autônomo,4298
25,407,3710,0,Fortaleza,Autônomo,5411
22,640,6370,0,São Paulo,Autônomo,5055
40,568,4624,1,Belo Horizonte,Autônomo,5117
38,362,2405,1,Porto Alegre,Autônomo,5251
55,370,1887,1,Belo Horizonte,Empresário,10814
40,766,8840,0,Rio de Janeiro,Autônomo,4721
26,572,5722,0,Rio de Janeiro,Desempregado,1045
52,421,4625,1,Rio de Janeiro,Estudante,144
62,523,5616,1,Fortaleza,Empresário,9368
47,739,6062,1,Belo Horizonte,Estudante,774
27,638,8010,0,Salvador,Empresário,10324
48,780,7972,0,Fortaleza,Autônomo,4118
58,661,5640,0,Salvador,Empresário,10123
42,438,5411,0,Belo Horizonte,Estudante,44
55,749,8288,0,Porto Alegre,Desempregado,-360
64,647,7028,0,São Paulo,Desempregado,686
49,705,7322,0,Salvador,Estudante,639
66,753,8284,0,Rio de Janeiro,Autônomo,4161
27,503,6298,1,Rio de Janeiro,Desempregado,983
23,838,8502,0,Rio de Janeiro,Assalariado,2315
42,543,6303,0,São Paulo,Autônomo,4389
62,726,7714,0,Porto Alegre,Desempregado,-89
19,686,7720,1,Belo Horizonte,Autônomo,5349
41,658,7334,1,Rio de Janeiro,Desempregado,1096
41,626,7722,0,Salvador,Assalariado,2381
61,710,8579,0,Rio de Janeiro,Empresário,9378
59,319,3384,0,Belo Horizonte,Desempregado,377
63,836,8666,0,Porto Alegre,Assalariado,3674
33,655,6434,0,Belo Horizonte,Estudante,1991
39,488,3494,0,Salvador,Empresário,10151
68,743,9265,0,Porto Alegre,Autônomo,4424
42,344,4532,0,Porto Alegre,Autônomo,5446
59,313,2854,1,Salvador,Desempregado,344
33,390,5532,0,Fortaleza,Autônomo,4917
32,587,4643,0,Porto Alegre,Desempregado,43
31,610,6567,0,São Paulo,Desempregado,1480
35,665,6580,0,Porto Alegre,Empresário,9790
33,367,1706,1,Belo Horizonte,Empresário,9369
43,393,2143,0,Salvador,Empresário,9286
36,363,5139,0,Rio de Janeiro,Desempregado,167
56,428,3745,0,Fortaleza,Estudante,649
60,531,7269,0,São Paulo,Assalariado,3805
39,390,5412,1,Belo Horizonte,Desempregado,525
52,405,3817,1,Porto Alegre,Assalariado,3422
39,771,8719,0,Fortaleza,Estudante,1600
24,821,10096,0,Rio de Janeiro,Autônomo,5957
27,728,6604,0,Porto Alegre,Autônomo,4012
19,348,4511,1,Porto Alegre,Desempregado,-320
36,687,6755,0,Rio de Janeiro,Empresário,9034
65,565,5049,0,São Paulo,Assalariado,2039
64,361,5102,1,Porto Alegre,Empresário,10709
60,484,5278,0,Belo Horizonte,Autônomo,4948
42,620,6478,0,Belo Horizonte,Assalariado,3042
49,451,3555,0,São Paulo,Empresário,9563
37,811,8479,0,Belo Horizonte,Estudante,431
31,338,2210,0,Fortaleza,Empresário,9803
42,568,6215,1,Fortaleza,Assalariado,2657
67,335,3062,0,Porto Alegre,Estudante,148
37,604,5427,0,São Paulo,Desempregado,-306
51,786,7092,0,Salvador,Desempregado,1275
52,721,8729,0,Rio de Janeiro,Desempregado,-187
34,407,2814,0,Fortaleza,Desempregado,-79
18,527,6928,0,Fortaleza,Autônomo,4615
69,756,8665,0,Belo Horizonte,Desempregado,258
34,610,7619,0,Porto Alegre,Empresário,10860
53,634,7667,0,São Paulo,Empresário,9826
18,331,5307,1,Fortaleza,Desempregado,221
51,524,5664,0,Belo Horizonte,Autônomo,4708
20,526,4179,0,Rio de Janeiro,Empresário,9813
48,776,9144,0,Belo Horizonte,Assalariado,3749
67,544,3603,1,Rio de Janeiro,Empresário,10242
37,331,1411,1,São Paulo,Empresário,10070
56,692,5730,0,Salvador,Autônomo,4898
45,413,2940,0,Fortaleza,Empresário,9058
29,463,6463,1,São Paulo,Desempregado,1009
26,336,1988,0,Fortaleza,Empresário,9825
28,679,8735,0,São Paulo,Autônomo,4189
19,558,4229,1,Belo Horizonte,Empresário,9195
46,588,4670,0,Fortaleza,Empresário,10781
26,839,8928,0,Porto Alegre,Assalariado,2829
68,789,8652,0,Salvador,Autônomo,4920
38,431,2933,0,Fortaleza,Assalariado,3121
33,395,5809,1,Salvador,Estudante,867
28,738,8046,0,Porto Alegre,Empresário,10283
50,520,6574,0,Fortaleza,Empresário,10406
53,518,6014,0,São Paulo,Empresário,9408
18,786,7070,0,Salvador,Estudante,1287
63,513,4722,1,Fortaleza,Autônomo,4031
22,730,6085,1,Rio de Janeiro,Assalariado,2689
19,845,10400,0,Belo Horizonte,Estudante,1454
37,307,3041,1,Salvador,Empresário,9197
19,476,5577,0,Porto Alegre,Autônomo,5468
62,454,6031,0,Rio de Janeiro,Estudante,481
39,831,8810,0,Salvador,Autônomo,4668
32,716,6693,0,Fortaleza,Autônomo,4571
59,310,3723,0,Belo Horizonte,Desempregado,833
62,571,5549,0,Belo Horizonte,Autônomo,4831
39,831,9649,0,Salvador,Desempregado,1252
53,312,2337,0,São Paulo,Assalariado,3550
43,367,2658,0,Salvador,Estudante,219
36,345,5289,1,Porto Alegre,Assalariado,3553
20,430,5186,0,Fortaleza,Empresário,9559
59,666,6205,0,Belo Horizonte,Desempregado,185
46,462,5919,0,Fortaleza,Assalariado,3437
61,665,7091,1,Fortaleza,Assalariado,3548
49,345,5251,0,São Paulo,Assalariado,3908
43,683,8059,0,Fortaleza,Assalariado,2148
36,480,3081,0,Salvador,Desempregado,-233
52,432,4357,0,Belo Horizonte,Empresário,10897
39,437,4534,0,Rio de Janeiro,Empresário,9414
50,792,6776,0,Porto Alegre,Empresário,9158
68,456,5762,0,Belo Horizonte,Empresário,9136
61,653,8097,1,Fortaleza,Autônomo,4189
52,568,5134,0,Salvador,Empresário,10915
33,310,2969,1,Salvador,Empresário,9804
33,313,2660,0,Rio de Janeiro,Estudante,1929
29,598,4873,0,Salvador,Assalariado,3059
68,589,5299,0,Belo Horizonte,Assalariado,2157
41,350,4408,1,Rio de Janeiro,Desempregado,860
44,608,6494,1,Belo Horizonte,Autônomo,4025
52,347,4420,0,São Paulo,Assalariado,2828
32,524,5734,0,Porto Alegre,Assalariado,3115
60,320,4117,1,São Paulo,Desempregado,776
50,625,7884,0,São Paulo,Empresário,10000
32,440,2518,0,Belo Horizonte,Empresário,10545
24,355,5158,0,Fortaleza,Estudante,180
42,583,6971,0,Porto Alegre,Assalariado,2226
26,648,4534,1,Belo Horizonte,Assalariado,3951
67,350,1827,1,Rio de Janeiro,Assalariado,2912
40,779,8182,0,Fortaleza,Empresário,10373
27,719,5494,0,Salvador,Assalariado,2357
30,481,2933,1,Belo Horizonte,Assalariado,2411
19,719,5812,0,Salvador,Autônomo,5521
29,496,3933,1,São Paulo,Estudante,407
25,754,7310,0,São Paulo,Desempregado,680
49,562,4963,0,Fortaleza,Empresário,10444
60,304,2734,1,Porto Alegre,Estudante,11
52,537,3672,0,Rio de Janeiro,Assalariado,3389
26,829,8753,0,Salvador,Autônomo,4094
62,817,8507,0,Rio de Janeiro,Desempregado,1096
24,673,6329,0,São Paulo,Estudante,702
55,818,6791,0,Belo Horizonte,Estudante,178
58,634,6318,0,Belo Horizonte,Autônomo,4902
65,404,4996,1,Salvador,Assalariado,2211
43,600,7460,1,Porto Alegre,Estudante,382
19,390,4043,1,São Paulo,Empresário,9386
60,466,5246,0,Fortaleza,Estudante,110
41,358,4393,0,Porto Alegre,Assalariado,2378
21,442,3724,1,Rio de Janeiro,Assalariado,3475
68,714,6022,0,São Paulo,Estudante,35
27,767,9600,0,Belo Horizonte,Assalariado,2878
33,541,4207,1,Rio de Janeiro,Assalariado,3601
38,337,4467,0,São Paulo,Autônomo,5716
31,523,6973,1,Salvador,Desempregado,-477
46,358,1729,1,Salvador,Desempregado,791
51,481,5979,1,Salvador,Estudante,762
43,796,6675,0,Salvador,Assalariado,2908
33,718,8351,0,Porto Alegre,Empresário,9570
43,663,7976,0,Rio de Janeiro,Desempregado,1153
18,691,5011,1,Rio de Janeiro,Empresário,10387
56,637,7991,0,São Paulo,Desempregado,1025
21,509,3912,1,Porto Alegre,Assalariado,2152
59,719,7318,0,Porto Alegre,Estudante,72
49,363,2086,1,Porto Alegre,Empresário,9559
60,749,9413,1,Porto Alegre,Desempregado,972
25,506,4744,1,Rio de Janeiro,Estudante,1299
52,593,6654,0,São Paulo,Assalariado,2078
58,419,5696,1,Fortaleza,Autônomo,5752
57,595,4284,0,São Paulo,Autônomo,5836
35,607,6584,1,Fortaleza,Empresário,10020
21,482,5259,1,Belo Horizonte,Estudante,1535
28,581,4519,0,Rio de Janeiro,Autônomo,4724
47,594,5698,1,Salvador,Desempregado,498
37,647,6640,0,Salvador,Desempregado,-480
60,433,3609,0,Porto Alegre,Empresário,10836
68,801,6702,0,São Paulo,Autônomo,4555
26,761,9230,0,Rio de Janeiro,Assalariado,2191
41,360,4172,1,Porto Alegre,Desempregado,340
25,819,6882,0,Belo Horizonte,Assalariado,2729
41,701,7961,1,Porto Alegre,Autônomo,5517
59,780,9712,0,Belo Horizonte,Estudante,426
68,488,5129,0,Salvador,Assalariado,2772
39,432,4887,1,Fortaleza,Assalariado,3991
54,643,7257,0,Rio de Janeiro,Desempregado,671
50,575,5639,0,Fortaleza,Assalariado,2256
20,394,4133,1,São Paulo,Estudante,26
52,376,2592,1,Rio de Janeiro,Empresário,10498
59,416,5699,0,São Paulo,Desempregado,626
31,764,7216,0,Porto Alegre,Assalariado,2216
53,605,6912,1,Rio de Janeiro,Empresário,10155
36,388,3423,1,Salvador,Autônomo,4339
52,835,9141,0,Salvador,Estudante,770
42,310,4531,0,Porto Alegre,Empresário,10206
67,584,4816,0,Porto Alegre,Autônomo,5510
29,644,4716,0,Fortaleza,Empresário,9732
57,456,5775,0,Salvador,Empresário,10262
29,491,4583,1,Rio de Janeiro,Assalariado,2779
34,388,4442,0,São Paulo,Empresário,10573
48,755,5654,0,Porto Alegre,Estudante,28
24,312,5108,1,São Paulo,Desempregado,1265
41,377,2369,1,São Paulo,Estudante,270
30,776,9542,0,São Paulo,Desempregado,1305
29,766,8324,0,Belo Horizonte,Desempregado,61
41,457,3335,0,Rio de Janeiro,Estudante,1791
52,527,5719,0,Belo Horizonte,Assalariado,2722
54,702,8000,0,São Paulo,Estudante,912
46,382,4788,1,Porto Alegre,Empresário,10738
38,734,6317,0,Rio de Janeiro,Desempregado,-273
59,456,4982,0,Rio de Janeiro,Desempregado,1160
25,611,7400,0,Belo Horizonte,Empresário,9258
46,384,5732,1,São Paulo,Autônomo,4775
22,707,5075,1,Fortaleza,Autônomo,4624
26,374,1869,1,Salvador,Autônomo,5120
63,765,6202,0,Salvador,Assalariado,2592
31,646,5637,1,Porto Alegre,Estudante,842
67,705,6414,0,Rio de Janeiro,Empresário,10096
37,567,7535,0,São Paulo,Desempregado,0
22,407,2365,1,São Paulo,Assalariado,2877
25,629,5357,0,Porto Alegre,Autônomo,5903
37,433,5359,1,Porto Alegre,Desempregado,28
64,434,6239,1,Fortaleza,Empresário,9539
24,499,4780,0,Salvador,Empresário,9633
41,383,3011,1,Porto Alegre,Estudante,816
31,331,2959,1,São Paulo,Autônomo,5646
66,583,4191,0,São Paulo,Estudante,156
25,446,4746,0,Porto Alegre,Estudante,1932
66,429,5293,1,São Paulo,Desempregado,805
53,381,4709,0,Fortaleza,Autônomo,5359
37,329,2150,1,Fortaleza,Estudante,1954
52,472,5486,1,Fortaleza,Desempregado,1068
47,369,4054,1,Rio de Janeiro,Empresário,10059
67,561,6652,1,Porto Alegre,Estudante,1001
50,793,7568,0,Rio de Janeiro,Estudante,584
67,409,5366,0,Porto Alegre,Desempregado,1405
52,830,6904,0,Fortaleza,Estudante,340
62,453,4377,1,Porto Alegre,Assalariado,2300
25,705,6395,0,Porto Alegre,Autônomo,5157
36,418,3534,0,São Paulo,Autônomo,5700
55,344,3691,1,Porto Alegre,Desempregado,-353
43,362,5404,1,Belo Horizonte,Estudante,1691
20,655,6569,0,Salvador,Autônomo,5446
52,794,7874,0,Fortaleza,Estudante,610
45,647,6111,1,Rio de Janeiro,Estudante,890
40,417,4583,0,São Paulo,Estudante,1002
31,526,7233,0,Porto Alegre,Desempregado,-366
39,377,5382,1,Porto Alegre,Estudante,842
22,580,5943,0,Salvador,Autônomo,4095
46,681,8263,0,Porto Alegre,Estudante,1239
28,723,7801,0,Rio de Janeiro,Assalariado,3902
48,748,5514,0,Belo Horizonte,Assalariado,2329
69,376,3698,0,Belo Horizonte,Desempregado,609
29,743,5827,0,Belo Horizonte,Empresário,10429
33,607,4118,0,Porto Alegre,Estudante,98
63,390,2480,0,São Paulo,Empresário,9552
41,821,9099,0,Fortaleza,Estudante,302
48,607,5733,0,São Paulo,Autônomo,5865
34,793,9523,0,Salvador,Desempregado,681
62,550,6067,0,Fortaleza,Autônomo,4796
59,697,7452,0,Salvador,Assalariado,2241
46,533,5752,0,Rio de Janeiro,Empresário,9739
62,301,2552,0,Porto Alegre,Assalariado,3816
42,368,2110,0,Fortaleza,Empresário,10779
58,344,1826,1,São Paulo,Autônomo,5341
61,485,3673,1,São Paulo,Assalariado,2976
29,604,4989,0,Rio de Janeiro,Empresário,10028
35,622,6271,0,Belo Horizonte,Assalariado,2007
65,361,5435,0,Porto Alegre,Desempregado,1060
61,422,3156,0,Fortaleza,Estudante,84
21,767,5899,0,Salvador,Empresário,10425
22,349,2625,0,Fortaleza,Autônomo,4575
52,589,7081,0,Fortaleza,Estudante,1239
63,406,5331,1,Belo Horizonte,Desempregado,-180
44,528,3738,1,São Paulo,Empresário,9141
34,827,8701,0,São Paulo,Empresário,9994
34,484,4123,1,Porto Alegre,Estudante,1453
65,313,2587,0,Rio de Janeiro,Autônomo,5349
33,451,5857,0,Rio de Janeiro,Assalariado,2517
38,808,8858,0,Salvador,Desempregado,-206
39,761,8071,1,Fortaleza,Desempregado,1438
47,309,2062,1,São Paulo,Autônomo,4937
21,427,5367,0,Salvador,Autônomo,5046
28,816,7526,0,Fortaleza,Desempregado,424
52,682,6841,1,Fortaleza,Autônomo,4450
53,625,7124,0,São Paulo,Empresário,10914
52,371,2358,0,Porto Alegre,Estudante,114
40,333,4001,1,Fortaleza,Estudante,1102
56,627,6598,1,Rio de Janeiro,Desempregado,1370
59,395,2419,1,Fortaleza,Desempregado,463
63,561,4095,0,Rio de Janeiro,Assalariado,2703
52,315,3451,0,Porto Alegre,Autônomo,4375
61,833,7022,0,Belo Horizonte,Estudante,1457
27,715,5924,0,Porto Alegre,Assalariado,2796
56,612,8102,1,São Paulo,Assalariado,2635
48,789,6369,0,Porto Alegre,Empresário,9648
50,415,4522,0,Porto Alegre,Empresário,9506
38,716,6664,0,Fortaleza,Estudante,91
51,399,5235,0,Fortaleza,Desempregado,-130
