Subscription Date,Churn Date,Customer Segment,Churn Reason,Subscription Duration (days),Acquisition Channel,Call Minutes (monthly),Data Usage (MB monthly),Location
2023-01-24,,pré-pago,,,Redes Sociais,419,4173,WA
2022-12-13,,pós-pago,,,Referência,276,3519,TX
2023-07-10,,pós-pago,,,Busca Online,503,322,WA
2023-05-14,,pré-pago,,,Referência,120,896,TX
2022-10-03,,pré-pago,,,Redes Sociais,255,625,WA
2023-08-20,,pós-pago,,,Referência,603,3220,WA
2022-11-19,2023-04-04,pré-pago,Qualidade do Serviço,136.0,Redes Sociais,187,4129,WA
2022-12-03,,pós-pago,,,Redes Sociais,400,3563,NY
2022-12-11,,pós-pago,,,Publicidade Tradicional,141,4150,CA
2023-02-11,,pós-pago,,,Referência,757,980,NY
2022-10-03,,pós-pago,,,Redes Sociais,204,2885,WA
2023-08-13,,pós-pago,,,Referência,711,1560,CA
2023-03-09,,pré-pago,,,Redes Sociais,767,3987,IL
2023-05-22,,pré-pago,,,Publicidade Tradicional,312,1008,FL
2022-12-17,,pós-pago,,,Redes Sociais,54,1879,NY
2022-11-14,,pós-pago,,,Referência,781,2109,NY
2023-02-24,,pós-pago,,,Referência,730,1249,TX
2023-07-06,,pós-pago,,,Referência,210,4508,NY
2023-01-22,2023-03-05,pós-pago,,42.0,Redes Sociais,741,964,FL
2023-04-21,,pré-pago,,,Redes Sociais,819,1328,WA
2023-08-05,,pré-pago,,,Redes Sociais,656,448,WA
2023-02-05,,pré-pago,,,Publicidade Tradicional,437,1017,TX
2023-06-14,,pós-pago,,,Publicidade Tradicional,667,225,CA
2023-06-24,,pré-pago,,,Publicidade Tradicional,350,3075,NY
2023-01-11,,pós-pago,,,Publicidade Tradicional,505,1183,WA
2022-09-09,,pré-pago,,,Publicidade Tradicional,239,4258,IL
2022-12-26,2023-01-26,pós-pago,Preço,31.0,Redes Sociais,41,4139,TX
2023-04-16,2023-07-06,pré-pago,Mudança para concorrente,81.0,Referência,683,1661,IL
2023-07-13,,pré-pago,,,Redes Sociais,828,557,NY
2023-04-23,,pós-pago,,,Busca Online,412,174,TX
2022-12-01,,pré-pago,,,Redes Sociais,116,1671,IL
2022-10-11,2023-03-28,pós-pago,Qualidade do Serviço,168.0,Publicidade Tradicional,521,4741,TX
2022-11-17,,pós-pago,,,Redes Sociais,512,2843,NY
2022-11-23,,pré-pago,,,Publicidade Tradicional,472,4457,NY
2023-06-27,2023-08-05,pré-pago,Mudança para concorrente,39.0,Redes Sociais,240,3849,WA
2023-04-12,2023-09-29,pré-pago,,170.0,Publicidade Tradicional,156,244,CA
2023-02-13,,pós-pago,,,Referência,599,179,FL
2023-01-04,,pré-pago,,,Publicidade Tradicional,26,4775,TX
2023-06-29,2024-06-04,pré-pago,,341.0,Publicidade Tradicional,616,3994,WA
2023-01-19,2023-09-14,pré-pago,Preço,238.0,Busca Online,815,1794,NY
2023-06-06,2023-10-06,pré-pago,,122.0,Redes Sociais,416,1414,WA
2023-04-19,,pré-pago,,,Redes Sociais,357,1166,IL
2022-10-31,,pós-pago,,,Redes Sociais,991,878,FL
2022-12-27,,pré-pago,,,Referência,940,3118,WA
2022-11-07,,pós-pago,,,Publicidade Tradicional,283,3050,CA
2023-03-24,,pré-pago,,,Referência,144,3884,WA
2022-09-05,,pré-pago,,,Referência,537,2868,WA
2023-06-21,,pós-pago,,,Publicidade Tradicional,903,3717,NY
2023-08-19,2023-12-20,pós-pago,Mudança para concorrente,123.0,Busca Online,656,1768,NY
2023-02-22,,pós-pago,,,Publicidade Tradicional,857,4262,CA
2023-02-18,2023-08-21,pré-pago,Atendimento ao Cliente,184.0,Busca Online,269,2836,FL
2023-05-08,2023-12-09,pré-pago,Qualidade do Serviço,215.0,Redes Sociais,500,2671,FL
2023-06-29,2023-09-07,pós-pago,Preço,70.0,Redes Sociais,845,1147,CA
2022-11-17,,pré-pago,,,Redes Sociais,507,252,NY
2022-09-03,2023-04-29,pré-pago,Mudança para concorrente,238.0,Referência,829,382,TX
2023-03-03,,pós-pago,,,Referência,386,2682,CA
2023-01-05,,pré-pago,,,Busca Online,297,1625,TX
2023-06-24,,pós-pago,,,Redes Sociais,100,4533,NY
2023-07-24,,pré-pago,,,Redes Sociais,643,362,NY
2023-07-23,,pré-pago,,,Redes Sociais,440,658,TX
2023-04-17,,pós-pago,,,Redes Sociais,560,4341,IL
2023-06-29,2024-02-27,pós-pago,Qualidade do Serviço,243.0,Publicidade Tradicional,67,744,WA
2022-11-21,2023-07-16,pré-pago,,237.0,Publicidade Tradicional,209,4468,NY
2023-04-29,2023-05-05,pós-pago,Qualidade do Serviço,6.0,Publicidade Tradicional,566,4868,WA
2022-11-29,,pós-pago,,,Redes Sociais,721,4724,WA
2022-12-21,2023-09-10,pós-pago,Preço,263.0,Referência,522,4524,TX
2023-07-27,,pós-pago,,,Redes Sociais,498,4680,CA
2022-09-04,,pré-pago,,,Redes Sociais,402,1885,TX
2022-09-29,2023-03-01,pós-pago,Qualidade do Serviço,153.0,Publicidade Tradicional,245,3921,NY
2023-04-28,,pré-pago,,,Redes Sociais,340,4551,FL
2022-10-01,,pré-pago,,,Busca Online,409,2586,TX
2023-08-26,,pós-pago,,,Referência,846,3332,FL
2022-11-30,2023-04-14,pós-pago,,135.0,Redes Sociais,961,837,IL
2023-06-07,2024-03-29,pré-pago,Qualidade do Serviço,296.0,Referência,500,2204,TX
2023-08-05,,pós-pago,,,Busca Online,187,4602,NY
2023-05-21,,pós-pago,,,Busca Online,58,1686,CA
2022-10-28,2023-07-26,pós-pago,,271.0,Publicidade Tradicional,931,2251,NY
2022-11-29,2023-09-07,pós-pago,Qualidade do Serviço,282.0,Referência,867,764,WA
2023-06-14,,pós-pago,,,Busca Online,526,1995,FL
2023-02-15,,pré-pago,,,Busca Online,268,1108,CA
2023-08-24,2024-02-26,pré-pago,Qualidade do Serviço,186.0,Publicidade Tradicional,338,4965,CA
2022-12-08,2023-02-28,pós-pago,,82.0,Publicidade Tradicional,228,4281,IL
2023-01-22,,pré-pago,,,Busca Online,750,1950,IL
2022-12-10,,pré-pago,,,Referência,491,4912,CA
2023-05-24,,pós-pago,,,Referência,876,2312,FL
2022-12-13,,pré-pago,,,Busca Online,711,536,FL
2023-06-05,,pós-pago,,,Redes Sociais,596,2223,NY
2022-12-07,2023-06-13,pré-pago,Qualidade do Serviço,188.0,Referência,53,2771,FL
2023-01-02,,pós-pago,,,Publicidade Tradicional,741,2164,NY
2022-09-02,,pós-pago,,,Redes Sociais,699,649,FL
2023-08-13,,pré-pago,,,Referência,334,717,CA
2022-09-04,2023-04-06,pré-pago,Preço,214.0,Busca Online,357,4337,TX
2023-01-02,,pós-pago,,,Publicidade Tradicional,984,4017,CA
2023-07-25,,pré-pago,,,Busca Online,409,817,NY
2023-02-23,,pós-pago,,,Referência,994,4706,CA
2023-08-30,,pós-pago,,,Busca Online,410,1876,CA
2023-02-13,,pré-pago,,,Redes Sociais,817,1265,CA
2023-04-18,,pré-pago,,,Redes Sociais,995,2032,FL
2023-04-15,2024-04-11,pré-pago,Mudança para concorrente,362.0,Busca Online,556,3110,NY
2023-04-28,,pós-pago,,,Redes Sociais,939,675,CA
2023-02-20,2023-11-28,pré-pago,Mudança para concorrente,281.0,Redes Sociais,369,1139,WA
2022-10-07,,pré-pago,,,Publicidade Tradicional,988,4402,FL
2023-02-09,,pós-pago,,,Referência,361,1496,IL
2023-02-09,,pós-pago,,,Referência,670,4836,CA
2022-10-14,,pré-pago,,,Referência,230,115,IL
2023-08-01,,pré-pago,,,Referência,700,3064,WA
2023-08-30,2023-11-23,pós-pago,,85.0,Publicidade Tradicional,740,3010,NY
2023-04-02,2024-01-01,pré-pago,Qualidade do Serviço,274.0,Redes Sociais,452,4698,IL
2023-04-06,,pré-pago,,,Publicidade Tradicional,884,3269,TX
2022-09-09,,pós-pago,,,Referência,867,3860,IL
2023-08-29,,pós-pago,,,Publicidade Tradicional,428,2706,TX
2023-05-16,2024-02-04,pré-pago,Atendimento ao Cliente,264.0,Redes Sociais,368,698,TX
2023-03-25,,pré-pago,,,Referência,439,4110,CA
2022-12-19,,pré-pago,,,Referência,524,3849,TX
2023-02-02,,pós-pago,,,Referência,516,1443,CA
2023-02-01,,pós-pago,,,Publicidade Tradicional,496,717,FL
2023-07-05,,pré-pago,,,Redes Sociais,662,4397,NY
2022-10-11,,pré-pago,,,Redes Sociais,961,410,NY
2022-12-02,,pré-pago,,,Redes Sociais,129,3150,NY
2023-06-13,,pós-pago,,,Referência,603,2524,TX
2023-07-15,,pós-pago,,,Publicidade Tradicional,693,4105,NY
2023-06-17,,pré-pago,,,Redes Sociais,130,3559,TX
2023-04-01,,pós-pago,,,Redes Sociais,371,4175,FL
2022-12-15,,pós-pago,,,Publicidade Tradicional,471,3699,WA
2023-07-17,2024-05-20,pós-pago,Preço,308.0,Referência,79,2901,CA
2023-07-12,,pós-pago,,,Referência,302,1652,FL
2022-10-08,,pré-pago,,,Redes Sociais,255,4096,TX
2022-10-04,,pós-pago,,,Referência,419,2455,NY
2023-03-07,,pré-pago,,,Busca Online,120,1648,TX
2023-08-21,,pós-pago,,,Redes Sociais,980,2714,TX
2023-01-14,,pré-pago,,,Publicidade Tradicional,716,3337,NY
2022-10-06,,pós-pago,,,Referência,550,1488,WA
2023-03-27,2023-04-05,pré-pago,Qualidade do Serviço,9.0,Publicidade Tradicional,928,868,TX
2022-09-06,,pós-pago,,,Redes Sociais,928,2977,NY
2023-07-02,,pré-pago,,,Referência,233,4257,FL
2023-03-19,,pós-pago,,,Publicidade Tradicional,288,1267,WA
2023-05-28,,pré-pago,,,Referência,979,2903,NY
2023-06-26,,pós-pago,,,Publicidade Tradicional,589,2328,NY
2023-08-25,,pré-pago,,,Publicidade Tradicional,918,1240,TX
2022-10-15,2023-08-26,pré-pago,Qualidade do Serviço,315.0,Redes Sociais,119,3071,TX
2023-03-01,2024-01-21,pré-pago,,326.0,Publicidade Tradicional,297,3761,CA
2023-08-02,,pré-pago,,,Busca Online,437,624,TX
2023-05-20,,pós-pago,,,Redes Sociais,413,835,TX
2023-01-16,,pós-pago,,,Busca Online,936,2517,CA
2023-03-15,,pós-pago,,,Referência,71,4308,NY
2023-05-15,,pré-pago,,,Redes Sociais,89,3046,NY
2023-07-10,,pós-pago,,,Busca Online,570,475,NY
2023-07-20,,pós-pago,,,Busca Online,317,826,NY
2023-07-04,,pré-pago,,,Referência,211,4363,WA
2023-06-25,,pré-pago,,,Referência,600,2582,WA
2023-08-10,,pré-pago,,,Busca Online,650,3034,IL
2023-07-28,,pós-pago,,,Busca Online,592,1914,CA
2023-03-05,,pré-pago,,,Busca Online,638,1638,FL
2023-01-12,2023-11-22,pré-pago,Preço,314.0,Redes Sociais,258,2812,CA
2023-07-01,,pós-pago,,,Busca Online,26,3484,IL
2022-10-19,,pós-pago,,,Busca Online,665,4128,NY
2023-05-13,,pré-pago,,,Referência,477,226,WA
2023-07-07,,pós-pago,,,Redes Sociais,126,848,CA
2023-01-21,,pré-pago,,,Redes Sociais,987,2655,TX
2023-07-05,2023-07-25,pré-pago,Mudança para concorrente,20.0,Busca Online,988,3454,FL
2022-10-12,,pós-pago,,,Publicidade Tradicional,557,3900,IL
2022-12-18,,pré-pago,,,Publicidade Tradicional,77,3061,WA
2022-12-29,,pós-pago,,,Busca Online,813,457,WA
2022-10-01,,pré-pago,,,Referência,264,1015,FL
2022-12-21,,pós-pago,,,Referência,66,3011,WA
2022-10-16,,pré-pago,,,Publicidade Tradicional,594,4543,TX
2023-06-18,,pós-pago,,,Referência,375,881,CA
2022-10-12,2023-05-12,pré-pago,Mudança para concorrente,212.0,Referência,957,4504,IL
2022-11-03,,pré-pago,,,Busca Online,536,1051,FL
2023-02-23,,pós-pago,,,Busca Online,650,3180,CA
2023-04-20,,pré-pago,,,Redes Sociais,692,2393,CA
2022-10-10,,pós-pago,,,Busca Online,756,1836,TX
2022-11-29,,pré-pago,,,Referência,76,1689,TX
2022-11-29,,pré-pago,,,Redes Sociais,110,3397,TX
2023-03-01,,pós-pago,,,Redes Sociais,642,679,FL
2023-01-28,,pós-pago,,,Referência,976,2190,IL
2023-05-30,,pré-pago,,,Referência,275,2002,NY
2023-02-05,,pós-pago,,,Busca Online,278,4881,NY
2023-06-18,2024-04-01,pré-pago,Atendimento ao Cliente,288.0,Publicidade Tradicional,970,1234,WA
2023-03-31,,pré-pago,,,Busca Online,40,3152,FL
2022-12-02,,pré-pago,,,Redes Sociais,774,1894,WA
2023-01-26,2023-05-07,pré-pago,Qualidade do Serviço,101.0,Referência,523,2719,FL
2023-07-04,,pós-pago,,,Publicidade Tradicional,519,4009,WA
2022-10-19,,pós-pago,,,Busca Online,323,995,CA
2023-08-08,,pós-pago,,,Busca Online,386,2187,IL
2022-10-21,2023-07-03,pré-pago,Mudança para concorrente,255.0,Referência,779,1291,CA
2023-08-12,,pós-pago,,,Redes Sociais,406,4030,WA
2022-10-01,,pós-pago,,,Busca Online,432,2558,TX
2023-07-16,,pós-pago,,,Busca Online,681,4788,WA
2023-01-09,,pré-pago,,,Referência,464,1738,TX
2023-05-30,,pós-pago,,,Redes Sociais,676,2820,WA
2022-12-31,2023-11-05,pré-pago,Qualidade do Serviço,309.0,Redes Sociais,239,301,IL
2022-11-30,,pré-pago,,,Busca Online,341,625,IL
2023-05-15,,pós-pago,,,Busca Online,705,3916,IL
2023-06-14,,pós-pago,,,Redes Sociais,516,2771,CA
2023-06-02,,pré-pago,,,Busca Online,628,1202,FL
2023-03-27,2023-12-01,pós-pago,,249.0,Referência,65,3065,WA
2023-01-02,,pós-pago,,,Publicidade Tradicional,676,3121,CA
2023-01-29,,pré-pago,,,Redes Sociais,115,1882,IL
2022-12-04,2022-12-26,pré-pago,,22.0,Busca Online,134,4437,CA
2023-03-05,,pré-pago,,,Referência,447,3936,CA
2023-07-06,,pós-pago,,,Redes Sociais,223,4986,WA
2022-11-08,2023-06-08,pré-pago,,212.0,Publicidade Tradicional,910,4817,FL
2023-03-22,,pós-pago,,,Publicidade Tradicional,966,110,IL
2022-09-13,,pré-pago,,,Publicidade Tradicional,501,3345,FL
2022-12-12,,pré-pago,,,Redes Sociais,543,1549,NY
2023-01-02,,pré-pago,,,Redes Sociais,205,3329,CA
2022-11-16,2023-04-17,pré-pago,,152.0,Busca Online,965,3305,WA
2022-09-09,2023-07-11,pré-pago,Preço,305.0,Busca Online,868,2004,CA
2022-12-02,,pós-pago,,,Referência,922,4320,WA
2023-08-14,,pré-pago,,,Redes Sociais,581,4399,IL
2022-10-05,2023-03-21,pós-pago,Atendimento ao Cliente,167.0,Redes Sociais,587,3908,CA
2023-03-15,2023-10-10,pós-pago,Qualidade do Serviço,209.0,Publicidade Tradicional,253,965,FL
2022-10-26,,pós-pago,,,Referência,216,3797,NY
2023-06-28,2023-09-21,pós-pago,,85.0,Publicidade Tradicional,360,3980,CA
2023-06-10,,pós-pago,,,Referência,691,4166,TX
2023-02-11,,pós-pago,,,Referência,382,832,NY
2022-11-24,,pós-pago,,,Publicidade Tradicional,519,1949,FL
2023-03-04,,pré-pago,,,Busca Online,975,2997,CA
2023-02-19,,pré-pago,,,Referência,455,4063,WA
2023-04-26,,pré-pago,,,Redes Sociais,239,2697,WA
2023-03-25,,pré-pago,,,Busca Online,403,3202,FL
2023-02-03,,pré-pago,,,Busca Online,746,1556,NY
2023-03-15,,pré-pago,,,Referência,114,2983,IL
2023-06-06,,pré-pago,,,Busca Online,373,1392,FL
2023-03-02,,pré-pago,,,Publicidade Tradicional,289,1947,NY
2023-05-09,2024-04-16,pré-pago,Atendimento ao Cliente,343.0,Publicidade Tradicional,192,2874,IL
2023-07-23,,pós-pago,,,Redes Sociais,812,2697,CA
2023-08-20,2023-10-20,pré-pago,Preço,61.0,Busca Online,525,1767,IL
2022-11-03,,pré-pago,,,Referência,168,1800,WA
2023-08-26,,pré-pago,,,Redes Sociais,720,2977,FL
2023-08-06,,pós-pago,,,Referência,470,4828,WA
2022-11-18,,pré-pago,,,Busca Online,464,3961,TX
2022-10-31,,pré-pago,,,Redes Sociais,240,1828,FL
2022-11-11,2023-04-03,pré-pago,Preço,143.0,Busca Online,571,4483,NY
2023-05-27,,pós-pago,,,Referência,499,3689,IL
2022-12-19,,pré-pago,,,Referência,713,1289,TX
2023-02-26,,pós-pago,,,Publicidade Tradicional,643,382,WA
2023-02-14,2023-10-24,pré-pago,Mudança para concorrente,252.0,Publicidade Tradicional,33,387,FL
2023-03-02,,pós-pago,,,Busca Online,124,3690,NY
2023-05-20,,pós-pago,,,Busca Online,408,1238,WA
2023-05-09,,pós-pago,,,Redes Sociais,836,2354,TX
2023-05-18,,pré-pago,,,Publicidade Tradicional,457,241,IL
2022-12-06,2023-06-20,pré-pago,Atendimento ao Cliente,196.0,Referência,593,2633,CA
2023-07-01,,pré-pago,,,Publicidade Tradicional,833,813,TX
2022-12-12,,pré-pago,,,Publicidade Tradicional,226,1022,TX
2022-10-28,,pré-pago,,,Redes Sociais,644,2555,NY
2023-02-09,2023-08-18,pré-pago,Atendimento ao Cliente,190.0,Publicidade Tradicional,792,2943,NY
2022-10-26,,pré-pago,,,Busca Online,489,3414,WA
2023-08-10,,pós-pago,,,Busca Online,174,3757,CA
2023-03-18,,pré-pago,,,Referência,362,836,NY
2023-07-01,,pré-pago,,,Redes Sociais,367,4221,TX
2022-10-05,2023-03-03,pós-pago,Mudança para concorrente,149.0,Publicidade Tradicional,507,736,FL
2023-03-18,,pré-pago,,,Redes Sociais,858,3277,NY
2022-11-29,2023-03-18,pré-pago,Preço,109.0,Referência,985,374,NY
2023-02-25,2023-04-29,pré-pago,Atendimento ao Cliente,63.0,Publicidade Tradicional,923,294,TX
2023-06-03,2023-10-22,pré-pago,Mudança para concorrente,141.0,Publicidade Tradicional,314,3498,WA
2023-05-24,2023-12-26,pré-pago,,216.0,Publicidade Tradicional,417,1069,WA
2023-08-16,2024-02-19,pós-pago,Qualidade do Serviço,187.0,Redes Sociais,428,3300,CA
2023-03-25,,pós-pago,,,Publicidade Tradicional,292,3977,WA
2023-01-24,,pré-pago,,,Redes Sociais,672,1561,TX
2022-10-30,2023-02-18,pós-pago,Qualidade do Serviço,111.0,Referência,80,539,NY
2023-05-30,2024-02-15,pré-pago,Mudança para concorrente,261.0,Publicidade Tradicional,883,1614,IL
2023-06-25,,pós-pago,,,Redes Sociais,159,1980,FL
2023-02-14,,pré-pago,,,Busca Online,466,4290,CA
2023-02-21,,pós-pago,,,Referência,475,3914,NY
2023-07-30,,pós-pago,,,Referência,200,2185,WA
2022-10-24,2023-07-10,pré-pago,Preço,259.0,Publicidade Tradicional,501,1888,NY
2023-06-27,,pré-pago,,,Busca Online,919,2781,CA
2022-11-27,,pós-pago,,,Redes Sociais,949,990,NY
2023-05-31,,pós-pago,,,Busca Online,75,2222,FL
2023-07-22,,pós-pago,,,Busca Online,134,2561,WA
2023-03-10,2024-01-26,pós-pago,,322.0,Busca Online,445,3125,CA
2022-11-24,,pré-pago,,,Publicidade Tradicional,360,3014,CA
2022-09-05,2022-09-29,pós-pago,Atendimento ao Cliente,24.0,Redes Sociais,244,1766,IL
2023-06-24,,pré-pago,,,Busca Online,346,4520,CA
2023-03-30,,pré-pago,,,Busca Online,37,262,IL
2023-07-25,,pré-pago,,,Redes Sociais,46,4054,NY
2023-04-25,,pré-pago,,,Redes Sociais,564,2803,FL
2023-05-01,2023-10-24,pós-pago,,176.0,Referência,636,1429,TX
2023-05-18,,pré-pago,,,Referência,832,4140,FL
2022-11-19,,pré-pago,,,Busca Online,179,2757,FL
2022-10-15,,pré-pago,,,Busca Online,347,2801,FL
2023-05-31,2024-05-13,pós-pago,Mudança para concorrente,348.0,Publicidade Tradicional,611,3301,TX
2023-04-05,,pós-pago,,,Busca Online,43,300,WA
2023-07-18,,pré-pago,,,Busca Online,310,4249,WA
2023-05-14,,pré-pago,,,Publicidade Tradicional,319,800,CA
2023-08-07,,pós-pago,,,Referência,721,637,WA
2023-03-20,2023-05-07,pós-pago,Qualidade do Serviço,48.0,Referência,795,4847,WA
2023-03-10,,pré-pago,,,Busca Online,808,3374,CA
2023-04-17,2023-10-09,pré-pago,Preço,175.0,Publicidade Tradicional,94,4668,CA
2023-08-15,,pós-pago,,,Busca Online,515,848,TX
2023-03-21,,pós-pago,,,Redes Sociais,726,3277,NY
2023-01-20,,pós-pago,,,Redes Sociais,300,4889,NY
2023-02-08,,pré-pago,,,Publicidade Tradicional,983,1700,TX
2023-04-12,,pré-pago,,,Redes Sociais,555,1585,CA
2023-01-15,2023-12-13,pré-pago,Mudança para concorrente,332.0,Referência,651,2477,WA
2023-08-20,,pré-pago,,,Redes Sociais,341,4446,IL
2022-11-11,,pós-pago,,,Referência,631,4878,WA
2023-07-09,,pós-pago,,,Publicidade Tradicional,550,4278,CA
2022-12-29,,pós-pago,,,Referência,399,393,FL
2022-11-21,,pós-pago,,,Referência,746,312,WA
2023-01-16,2023-01-22,pós-pago,Qualidade do Serviço,6.0,Publicidade Tradicional,792,892,IL
2023-01-26,,pré-pago,,,Publicidade Tradicional,334,2590,WA
2023-04-25,,pós-pago,,,Publicidade Tradicional,74,1814,CA
2022-12-07,,pós-pago,,,Redes Sociais,132,4522,NY
2023-06-09,,pós-pago,,,Busca Online,215,3944,NY
2023-02-27,,pré-pago,,,Redes Sociais,547,2910,IL
2023-08-25,2024-01-06,pré-pago,Mudança para concorrente,134.0,Referência,564,3133,FL
2023-01-25,,pós-pago,,,Busca Online,504,3323,IL
2023-03-14,,pré-pago,,,Redes Sociais,903,4723,WA
2023-06-11,,pré-pago,,,Referência,51,3228,CA
2023-05-13,,pós-pago,,,Publicidade Tradicional,216,4890,NY
2023-07-31,2023-11-25,pós-pago,Mudança para concorrente,117.0,Referência,809,1991,FL
2022-09-25,,pós-pago,,,Redes Sociais,638,2061,IL
2022-11-11,,pré-pago,,,Referência,404,1046,WA
2023-06-13,,pós-pago,,,Publicidade Tradicional,884,110,CA
2023-04-07,,pré-pago,,,Publicidade Tradicional,334,4969,FL
2023-05-16,,pré-pago,,,Referência,592,2753,NY
2023-04-29,,pós-pago,,,Busca Online,953,3540,WA
2023-03-07,,pós-pago,,,Publicidade Tradicional,369,1399,IL
2023-04-21,,pós-pago,,,Redes Sociais,387,208,CA
2023-08-14,,pós-pago,,,Busca Online,278,4564,FL
2023-08-14,,pré-pago,,,Publicidade Tradicional,214,1105,TX
2023-08-10,,pós-pago,,,Redes Sociais,99,1531,NY
2023-02-03,,pré-pago,,,Busca Online,343,3967,NY
2023-04-12,,pós-pago,,,Busca Online,343,4280,CA
2023-05-17,,pré-pago,,,Redes Sociais,468,793,TX
2023-01-21,,pré-pago,,,Redes Sociais,235,366,CA
2023-05-13,,pós-pago,,,Busca Online,118,3432,WA
2022-11-19,2022-12-11,pós-pago,Atendimento ao Cliente,22.0,Redes Sociais,339,2022,FL
2023-03-13,,pré-pago,,,Redes Sociais,342,521,CA
2023-07-02,,pré-pago,,,Referência,706,1683,TX
2022-11-04,,pré-pago,,,Busca Online,88,3665,IL
2022-09-08,,pós-pago,,,Referência,656,1325,WA
2023-04-13,,pós-pago,,,Busca Online,772,4679,TX
2022-11-05,,pós-pago,,,Busca Online,300,2403,TX
2023-03-17,,pré-pago,,,Publicidade Tradicional,475,1503,FL
2022-09-21,,pré-pago,,,Publicidade Tradicional,254,2662,CA
2023-02-04,,pós-pago,,,Busca Online,354,555,FL
2023-03-23,,pós-pago,,,Publicidade Tradicional,380,339,NY
2023-08-06,,pré-pago,,,Busca Online,342,4896,FL
2023-07-22,,pós-pago,,,Busca Online,891,2909,NY
2023-06-09,,pré-pago,,,Busca Online,255,2812,TX
2023-07-08,,pós-pago,,,Publicidade Tradicional,191,4445,TX
2022-12-09,,pré-pago,,,Busca Online,189,154,IL
2023-05-02,2024-04-27,pré-pago,Mudança para concorrente,361.0,Busca Online,350,871,WA
2023-06-11,,pós-pago,,,Busca Online,254,1468,CA
2022-10-07,,pré-pago,,,Redes Sociais,696,2842,FL
2023-03-10,,pré-pago,,,Publicidade Tradicional,685,336,FL
2023-07-25,,pré-pago,,,Referência,546,958,TX
2022-09-15,,pré-pago,,,Referência,54,1414,FL
2023-01-06,,pré-pago,,,Busca Online,907,4962,TX
2023-01-30,,pré-pago,,,Referência,994,734,NY
2022-10-27,,pré-pago,,,Publicidade Tradicional,790,4542,WA
2023-06-09,,pós-pago,,,Redes Sociais,48,2743,IL
2023-06-03,2023-06-07,pós-pago,Qualidade do Serviço,4.0,Publicidade Tradicional,920,3337,FL
2023-02-16,,pré-pago,,,Publicidade Tradicional,610,241,WA
2022-10-09,,pré-pago,,,Referência,422,1472,CA
2023-01-11,,pós-pago,,,Referência,255,609,CA
2022-12-03,,pós-pago,,,Referência,643,1943,IL
2023-08-25,,pós-pago,,,Redes Sociais,677,2283,CA
2023-01-10,,pós-pago,,,Publicidade Tradicional,311,156,FL
2023-02-20,2024-02-04,pré-pago,Mudança para concorrente,349.0,Busca Online,395,1753,WA
2023-07-27,,pós-pago,,,Busca Online,889,4638,FL
2022-09-05,,pós-pago,,,Redes Sociais,371,4908,WA
2023-05-29,,pós-pago,,,Redes Sociais,221,1733,IL
2022-12-23,,pós-pago,,,Redes Sociais,898,4444,NY
2022-11-04,,pré-pago,,,Referência,980,4635,NY
2022-10-28,2023-07-29,pós-pago,Mudança para concorrente,274.0,Busca Online,95,4268,IL
2022-12-13,,pré-pago,,,Publicidade Tradicional,166,3325,NY
2022-11-27,,pré-pago,,,Redes Sociais,568,517,WA
2022-11-07,,pré-pago,,,Redes Sociais,786,1016,FL
2022-12-23,,pós-pago,,,Referência,706,1942,CA
2022-12-04,,pré-pago,,,Redes Sociais,799,1510,FL
